chr1	11369	12369	+	DDX11L1
chr1	16936	17936	-	MIR6859-1
chr1	29054	30054	+	MIR1302-2HG
chr1	29070	30070	-	WASH7P
chr1	29866	30866	+	MIR1302-2
chr1	35581	36581	-	FAM138A
chr1	51973	52973	+	OR4G4P
chr1	57098	58098	+	OR4G11P
chr1	64919	65919	+	OR4F5
chr1	90605	91605	-	AL627309.3
chr1	130525	131525	+	CICP27
chr1	133223	134223	-	AL627309.1
chr1	135395	136395	-	AL627309.6
chr1	137465	138465	-	AL627309.7
chr1	139839	140839	-	AL627309.2
chr1	157387	158387	-	RNU6-1100P
chr1	159946	160946	+	AL627309.4
chr1	173362	174362	-	AL627309.5
chr1	182196	183196	+	FO538757.1
chr1	187458	188458	-	MIR6859-2
chr1	194911	195911	-	WASH9P
chr1	347866	348866	-	RPL23AP24
chr1	358357	359357	+	AL732372.1
chr1	359181	360181	-	AP006222.1
chr1	439370	440370	+	WBP1LP7
chr1	451197	452197	-	OR4F29
chr1	486601	487601	+	CICP7
chr1	492741	493741	-	AL732372.3
chr1	515979	516979	-	RF00026
chr1	522428	523428	-	AL732372.2
chr1	587129	588129	+	AC114498.1
chr1	628562	629562	+	MTND1P23
chr1	629140	630140	+	MTND2P28
chr1	630574	631574	+	MTCO1P12
chr1	631913	632913	-	MIR6723
chr1	632257	633257	+	MTCO2P12
chr1	633035	634035	+	MTATP8P1
chr1	633196	634196	+	MTATP6P1
chr1	633876	634876	+	MTCO3P12
chr1	674342	675342	+	WBP1LP6
chr1	686173	687173	-	OR4F16
chr1	721592	722592	+	CICP3
chr1	757836	758836	-	RNU6-1199P
chr1	760411	761411	+	AL669831.2
chr1	778126	779126	-	AL669831.1
chr1	778270	779270	+	AL669831.5
chr1	781437	782437	+	AL669831.7
chr1	816871	817871	+	FAM87B
chr1	817212	818212	-	AL669831.4
chr1	824638	825638	+	LINC01128
chr1	827022	828022	-	LINC00115
chr1	827296	828296	-	AL669831.3
chr1	872792	873792	+	TUBB8P11
chr1	876403	877403	-	FAM41C
chr1	876734	877734	-	AL669831.6
chr1	904334	905334	+	AL645608.6
chr1	910935	911935	+	AL645608.2
chr1	913671	914671	+	AL645608.4
chr1	920516	921516	-	LINC02593
chr1	923428	924428	+	SAMD11
chr1	958809	959809	-	NOC2L
chr1	960087	961087	+	KLHL17
chr1	965997	966997	+	PLEKHN1
chr1	981593	982593	-	PERM1
chr1	997551	998551	-	AL645608.7
chr1	999672	1000672	-	HES4
chr1	1000638	1001638	+	ISG15
chr1	1007729	1008729	-	AL645608.3
chr1	1012693	1013693	-	AL645608.1
chr1	1019623	1020623	+	AGRN
chr1	1054533	1055533	+	AL645608.5
chr1	1059234	1060234	+	AL390719.1
chr1	1062788	1063788	-	AL645608.8
chr1	1073807	1074807	-	RNF223
chr1	1097085	1098085	+	AL390719.3
chr1	1115861	1116861	-	C1orf159
chr1	1136517	1137517	+	LINC01342
chr1	1166604	1167604	+	MIR200B
chr1	1167363	1168363	+	MIR200A
chr1	1168505	1169505	+	MIR429
chr1	1168857	1169857	+	AL390719.2
chr1	1173384	1174384	+	TTLL10
chr1	1179055	1180055	-	TTLL10-AS1
chr1	1206191	1207191	-	TNFRSF18
chr1	1213638	1214638	-	TNFRSF4
chr1	1231531	1232531	-	SDF4
chr1	1231726	1232726	+	B3GALT6
chr1	1246222	1247222	-	C1QTNF12
chr1	1250834	1251834	-	AL162741.1
chr1	1273385	1274385	-	UBE2J2
chr1	1274723	1275723	+	LINC01786
chr1	1279936	1280936	+	SCNN1D
chr1	1295670	1296670	-	MIR6726
chr1	1308067	1309067	+	PUSL1
chr1	1309109	1310109	-	ACAP3
chr1	1312066	1313066	-	MIR6727
chr1	1318189	1319189	-	AL139287.1
chr1	1324191	1325191	-	INTS11
chr1	1324256	1325256	+	CPTP
chr1	1330814	1331814	+	TAS1R3
chr1	1339208	1340208	-	MIR6808
chr1	1348850	1349850	-	DVL1
chr1	1361277	1362277	-	MXRA8
chr1	1374995	1375995	-	AURKAIP1
chr1	1378166	1379166	+	NDUFB4P8
chr1	1398828	1399828	-	CCNL2
chr1	1399022	1400022	+	MRPL20-AS1
chr1	1405252	1406252	-	RN7SL657P
chr1	1406813	1407813	-	MRPL20
chr1	1408596	1409596	+	AL391244.2
chr1	1419745	1420745	+	AL391244.1
chr1	1421269	1422269	-	ANKRD65
chr1	1425628	1426628	+	TMEM88B
chr1	1434073	1435073	-	LINC01770
chr1	1434361	1435361	+	VWA1
chr1	1449189	1450189	+	ATAD3C
chr1	1471269	1472269	+	ATAD3B
chr1	1502750	1503750	+	AL645728.2
chr1	1511651	1512651	+	ATAD3A
chr1	1539953	1540953	-	TMEM240
chr1	1573602	1574602	+	AL645728.1
chr1	1574369	1575369	-	SSU72
chr1	1583409	1584409	-	AL691432.3
chr1	1599596	1600596	-	FNDC10
chr1	1614915	1615915	+	MIB2
chr1	1615295	1616295	-	AL691432.2
chr1	1631595	1632595	+	MMP23B
chr1	1658512	1659512	-	CDK11B
chr1	1658825	1659825	+	FO704657.1
chr1	1671490	1672490	+	AL691432.1
chr1	1692228	1693228	-	SLC35E2B
chr1	1699442	1700442	+	MMP23A
chr1	1723824	1724824	-	CDK11A
chr1	1724012	1725012	+	AL031282.1
chr1	1737188	1738188	-	AL031282.2
chr1	1745499	1746499	-	SLC35E2A
chr1	1779957	1780957	-	NADK
chr1	1890617	1891617	-	GNB1
chr1	1890971	1891971	+	AL109917.1
chr1	1914327	1915327	+	CALML6
chr1	1918773	1919773	-	TMEM52
chr1	2003337	2004337	-	CFAP74
chr1	2015030	2016030	-	AL391845.2
chr1	2018798	2019798	+	GABRD
chr1	2049570	2050570	-	AL391845.1
chr1	2049970	2050970	+	PRKCZ
chr1	2144779	2145779	-	AL590822.2
chr1	2183889	2184889	-	PRKCZ-AS1
chr1	2212023	2213023	+	AL590822.1
chr1	2212220	2213220	-	FAAP20
chr1	2228195	2229195	+	SKI
chr1	2326193	2327193	-	AL589739.1
chr1	2352320	2353320	-	AL513477.1
chr1	2363128	2364128	-	AL513477.2
chr1	2391207	2392207	-	MORN1
chr1	2391275	2392275	+	RER1
chr1	2413297	2414297	-	PEX10
chr1	2425480	2426480	+	PLCH2
chr1	2492758	2493758	-	AL139246.1
chr1	2493979	2494979	-	AL139246.4
chr1	2526128	2527128	-	PANK4
chr1	2529564	2530564	+	AL139246.5
chr1	2529745	2530745	-	HES5
chr1	2555139	2556139	+	TNFRSF14
chr1	2556531	2557531	-	TNFRSF14-AS1
chr1	2565910	2566910	+	AL139246.2
chr1	2581060	2582060	+	AL139246.3
chr1	2585991	2586991	+	PRXL2B
chr1	2632068	2633068	+	AL831784.1
chr1	2632490	2633490	-	MMEL1
chr1	2767591	2768591	+	AC242022.2
chr1	2773103	2774103	+	AC242022.1
chr1	2801217	2802217	-	TTC34
chr1	2812192	2813192	-	AL592464.2
chr1	2814498	2815498	-	AL592464.1
chr1	2968207	2969207	-	AL589702.1
chr1	3020983	3021983	+	ACTRT2
chr1	3067937	3068937	-	LINC00982
chr1	3068668	3069668	+	PRDM16
chr1	3127475	3128475	+	MIR4251
chr1	3133209	3134209	-	AL008733.1
chr1	3205488	3206488	+	AL512383.1
chr1	3309596	3310596	-	AL590438.1
chr1	3453926	3454926	+	ARHGEF16
chr1	3486746	3487746	+	AL512413.1
chr1	3560290	3561290	-	MIR551A
chr1	3610995	3611995	-	MEGF6
chr1	3624243	3625243	-	AL513320.1
chr1	3624502	3625502	+	TPRG1L
chr1	3652020	3653020	+	TP73
chr1	3652261	3653261	-	WRAP73
chr1	3668272	3669272	-	AL136528.1
chr1	3713798	3714798	-	AL136528.2
chr1	3736443	3737443	+	RF02197
chr1	3745960	3746960	+	CCDC27
chr1	3746873	3747873	-	TP73-AS1
chr1	3772261	3773261	+	SMIM1
chr1	3782315	3783315	+	RN7SL574P
chr1	3784508	3785508	+	AL365330.1
chr1	3796004	3797004	-	LRRC47
chr1	3856714	3857714	-	CEP104
chr1	3856767	3857767	+	DFFB
chr1	3899793	3900793	-	C1orf174
chr1	3899872	3900872	+	LINC01134
chr1	3940065	3941065	+	LINC01346
chr1	3948480	3949480	-	LINC01345
chr1	3975633	3976633	+	AL805961.1
chr1	4019008	4020008	-	AL805961.2
chr1	4175399	4176399	-	EEF1DP6
chr1	4411527	4412527	+	LINC01777
chr1	4483875	4484875	-	AL355602.1
chr1	4551645	4552645	-	Z98747.1
chr1	4570981	4571981	+	LINC01646
chr1	4654232	4655232	+	AJAP1
chr1	4972798	4973798	-	BX005132.2
chr1	4972881	4973881	+	BX005132.1
chr1	5090399	5091399	-	AL691497.1
chr1	5306894	5307894	-	AL139823.1
chr1	5481528	5482528	-	Z98259.2
chr1	5492478	5493478	+	Z98259.1
chr1	5492557	5493557	-	Z98259.3
chr1	5554247	5555247	+	Z97988.1
chr1	5563571	5564571	+	MIR4417
chr1	5667795	5668795	-	AL365255.1
chr1	5862241	5863241	-	MIR4689
chr1	5990966	5991966	+	KCNAB2
chr1	5991973	5992973	-	NPHP4
chr1	6179623	6180623	-	CHD5
chr1	6197257	6198257	-	AL031847.2
chr1	6204975	6205975	+	RNF207
chr1	6205280	6206280	-	AL031847.1
chr1	6208889	6209889	-	RPL22
chr1	6234192	6235192	+	LINC00337
chr1	6235472	6236472	-	ICMT
chr1	6243692	6244692	+	HES3
chr1	6260475	6261475	-	GPR153
chr1	6393055	6394055	+	AL031848.2
chr1	6393891	6394891	-	ACOT7
chr1	6424170	6425170	-	HES2
chr1	6424276	6425276	+	ESPN
chr1	6429396	6430396	-	MIR4252
chr1	6446506	6447506	-	AL031848.1
chr1	6465695	6466695	-	TNFRSF25
chr1	6519561	6520561	-	PLEKHG5
chr1	6540354	6541354	+	RNU6-731P
chr1	6547405	6548405	+	AL591866.1
chr1	6554035	6555035	-	NOL9
chr1	6554681	6555681	+	TAS1R1
chr1	6579501	6580501	+	ZBTB48
chr1	6613185	6614185	+	PHF13
